IP地址	端口	回源端口	TLS	数据中心	地区	城市	TCP延迟(ms)	速度(MB/s)
47.243.162.49	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	63	8.01
8.222.128.131	2052	2052	FALSE	SIN	Asia Pacific	Singapore	37	8.01
8.222.227.191	2083	2083	TRUE	SIN	Asia Pacific	Singapore	50	8.01
8.219.248.170	2052	2052	FALSE	SIN	Asia Pacific	Singapore	25	8
47.74.27.212	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	166	8
47.74.34.162	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	72	8
47.74.54.33	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	105	7.99
47.74.11.251	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	174	7.99
8.219.230.254	8443	8443	TRUE	SIN	Asia Pacific	Singapore	171	7.99
47.245.32.215	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	200	7.99
47.74.13.200	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	95	7.99
8.219.228.186	8443	8443	TRUE	SIN	Asia Pacific	Singapore	162	7.99
8.222.159.252	80	80	FALSE	SIN	Asia Pacific	Singapore	2	7.98
8.209.255.195	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	168	7.98
8.219.201.174	2083	2083	TRUE	SIN	Asia Pacific	Singapore	80	7.98
47.245.59.243	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	75	7.98
8.222.140.87	2082	0	FALSE	SIN	Asia Pacific	Singapore	3	7.98
47.74.50.223	80	80	FALSE	HKG	Asia Pacific	Hong Kong	170	7.98
47.74.36.154	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	95	7.98
8.219.3.53	2086	2086	FALSE	SIN	Asia Pacific	Singapore	37	7.97
47.245.56.121	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	89	7.97
8.209.242.25	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	75	7.97
47.245.7.212	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	233	7.97
47.245.15.39	80	80	FALSE	NRT	Asia Pacific	Tokyo	81	7.97
47.245.52.153	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	147	7.97
8.219.215.214	2095	2095	FALSE	SIN	Asia Pacific	Singapore	19	7.97
8.219.222.98	8080	8080	FALSE	SIN	Asia Pacific	Singapore	36	7.96
47.245.57.109	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	88	7.96
8.222.249.98	2086	2086	FALSE	SIN	Asia Pacific	Singapore	12	7.96
8.210.245.224	80	80	FALSE	HKG	Asia Pacific	Hong Kong	60	7.96
8.219.215.12	2086	2086	FALSE	SIN	Asia Pacific	Singapore	53	7.96
8.222.211.124	8880	8880	FALSE	SIN	Asia Pacific	Singapore	20	7.96
8.222.138.164	8080	0	FALSE	SIN	Asia Pacific	Singapore	41	7.95
47.245.13.93	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	75	7.94
8.219.245.187	8880	8880	FALSE	SIN	Asia Pacific	Singapore	63	7.94
47.245.40.55	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	185	7.94
8.219.201.245	2095	2095	FALSE	SIN	Asia Pacific	Singapore	47	7.94
8.222.224.17	80	80	FALSE	SIN	Asia Pacific	Singapore	11	7.94
47.245.53.50	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	85	7.93
8.222.244.123	2096	2096	TRUE	SIN	Asia Pacific	Singapore	47	7.93
47.245.31.0	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	152	7.93
47.236.15.73	8443	8443	TRUE	SIN	Asia Pacific	Singapore	85	7.92
47.245.37.41	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	167	7.92
8.219.228.157	2087	2087	TRUE	SIN	Asia Pacific	Singapore	128	7.92
47.245.7.212	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	117	7.91
8.219.215.12	2082	2082	FALSE	SIN	Asia Pacific	Singapore	13	7.91
8.218.143.10	80	80	FALSE	HKG	Asia Pacific	Hong Kong	41	7.91
8.219.204.120	2087	2087	TRUE	SIN	Asia Pacific	Singapore	105	7.91
47.74.26.131	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	115	7.91
8.219.215.12	8443	8443	TRUE	SIN	Asia Pacific	Singapore	122	7.91
8.219.240.160	2096	2096	TRUE	SIN	Asia Pacific	Singapore	140	7.9
8.209.243.137	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	86	7.9
8.218.142.253	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	40	7.9
47.74.22.171	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	106	7.9
8.219.204.120	80	80	FALSE	SIN	Asia Pacific	Singapore	5	7.9
47.74.0.183	80	80	FALSE	NRT	Asia Pacific	Tokyo	75	7.9
8.222.248.188	2083	2083	TRUE	SIN	Asia Pacific	Singapore	57	7.9
8.219.173.195	2087	2087	TRUE	SIN	Asia Pacific	Singapore	81	7.89
8.219.213.112	80	80	FALSE	SIN	Asia Pacific	Singapore	15	7.89
47.74.34.51	80	80	FALSE	NRT	Asia Pacific	Tokyo	76	7.89
8.222.145.110	2083	2083	TRUE	SIN	Asia Pacific	Singapore	58	7.89
8.219.137.50	443	443	TRUE	SIN	Asia Pacific	Singapore	3	7.89
8.222.213.221	2086	2086	FALSE	SIN	Asia Pacific	Singapore	4	7.88
47.245.34.140	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	167	7.88
47.245.9.228	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	135	7.88
8.222.224.162	8880	8880	FALSE	SIN	Asia Pacific	Singapore	13	7.88
8.217.248.220	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	41	7.88
8.222.221.109	8880	8880	FALSE	SIN	Asia Pacific	Singapore	10	7.87
47.74.52.188	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	72	7.87
47.245.52.165	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	119	7.87
8.218.48.92	443	443	TRUE	HKG	Asia Pacific	Hong Kong	76	7.87
8.222.210.182	2053	2053	TRUE	SIN	Asia Pacific	Singapore	73	7.86
47.245.12.38	80	80	FALSE	NRT	Asia Pacific	Tokyo	84	7.86
47.74.16.255	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	95	7.86
8.219.201.8	2095	2095	FALSE	SIN	Asia Pacific	Singapore	12	7.86
8.217.193.25	80	80	FALSE	HKG	Asia Pacific	Hong Kong	53	7.86
47.245.53.101	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	228	7.86
8.222.215.228	8443	8443	TRUE	SIN	Asia Pacific	Singapore	92	7.85
47.74.5.99	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	71	7.85
8.219.235.164	2053	2053	TRUE	SIN	Asia Pacific	Singapore	173	7.85
8.210.21.65	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	45	7.85
47.245.8.156	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	81	7.85
8.219.238.145	2086	2086	FALSE	SIN	Asia Pacific	Singapore	15	7.85
8.219.206.180	2086	2086	FALSE	SIN	Asia Pacific	Singapore	5	7.84
8.209.240.227	80	80	FALSE	NRT	Asia Pacific	Tokyo	72	7.84
47.245.8.68	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	167	7.84
47.74.41.136	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	123	7.84
8.222.187.4	8880	8880	FALSE	SIN	Asia Pacific	Singapore	13	7.84
8.219.197.111	2052	2052	FALSE	SIN	Asia Pacific	Singapore	17	7.84
8.219.241.189	2052	2052	FALSE	SIN	Asia Pacific	Singapore	5	7.84
8.222.164.209	8080	8080	FALSE	SIN	Asia Pacific	Singapore	4	7.84
8.217.251.62	80	80	FALSE	HKG	Asia Pacific	Hong Kong	48	7.83
8.219.178.101	2053	2053	TRUE	SIN	Asia Pacific	Singapore	67	7.83
8.217.248.220	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	50	7.83
8.219.5.10	2086	2086	FALSE	SIN	Asia Pacific	Singapore	6	7.83
47.242.17.250	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	89	7.83
8.217.207.60	80	80	FALSE	HKG	Asia Pacific	Hong Kong	37	7.83
8.219.228.157	8880	8880	FALSE	SIN	Asia Pacific	Singapore	23	7.82
47.245.10.123	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	147	7.82
47.245.33.163	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	123	7.82
47.243.161.235	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	64	7.82
47.74.54.219	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	77	7.81
8.218.181.189	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	67	7.81
47.74.5.150	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	80	7.81
8.217.164.10	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	45	7.81
8.219.170.232	2087	2087	TRUE	SIN	Asia Pacific	Singapore	89	7.81
47.245.9.99	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	156	7.81
8.219.249.38	2095	2095	FALSE	SIN	Asia Pacific	Singapore	23	7.81
8.219.198.139	2053	2053	TRUE	SIN	Asia Pacific	Singapore	62	7.8
47.74.9.174	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	83	7.8
8.219.199.220	8443	8443	TRUE	SIN	Asia Pacific	Singapore	111	7.8
8.219.201.8	443	443	TRUE	SIN	Asia Pacific	Singapore	141	7.8
47.245.30.208	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	153	7.8
47.245.114.163	2083	2083	TRUE	SIN	Asia Pacific	Singapore	61	7.79
47.245.33.56	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	124	7.79
47.245.10.123	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	107	7.79
47.245.15.236	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	82	7.79
47.245.58.250	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	262	7.79
8.222.237.131	8443	8443	TRUE	SIN	Asia Pacific	Singapore	83	7.78
8.219.237.250	2082	2082	FALSE	SIN	Asia Pacific	Singapore	23	7.77
8.222.198.105	2096	2096	TRUE	SIN	Asia Pacific	Singapore	33	7.77
8.219.194.170	8443	8443	TRUE	SIN	Asia Pacific	Singapore	102	7.76
47.236.145.85	2052	2052	FALSE	SIN	Asia Pacific	Singapore	232	7.76
8.222.211.16	443	443	TRUE	SIN	Asia Pacific	Singapore	70	7.76
47.245.56.207	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	77	7.76
8.219.12.152	443	443	TRUE	SIN	Asia Pacific	Singapore	53	7.75
8.222.208.83	2082	2082	FALSE	SIN	Asia Pacific	Singapore	35	7.75
8.222.144.219	8880	8880	FALSE	SIN	Asia Pacific	Singapore	6	7.75
8.219.206.180	2082	2082	FALSE	SIN	Asia Pacific	Singapore	27	7.75
47.245.10.123	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	75	7.74
8.222.214.13	80	80	FALSE	SIN	Asia Pacific	Singapore	8	7.74
8.219.255.171	2086	2086	FALSE	SIN	Asia Pacific	Singapore	6	7.74
8.219.195.47	2095	2095	FALSE	SIN	Asia Pacific	Singapore	12	7.74
8.222.198.105	443	443	TRUE	SIN	Asia Pacific	Singapore	63	7.73
8.222.147.203	80	0	FALSE	SIN	Asia Pacific	Singapore	34	7.73
8.219.222.98	2082	2082	FALSE	SIN	Asia Pacific	Singapore	6	7.73
8.222.167.8	8080	8080	FALSE	SIN	Asia Pacific	Singapore	5	7.73
8.218.18.235	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	87	7.72
8.218.3.12	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	49	7.72
8.219.215.214	2052	2052	FALSE	SIN	Asia Pacific	Singapore	24	7.72
8.222.213.221	2082	2082	FALSE	SIN	Asia Pacific	Singapore	26	7.72
8.218.11.90	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	70	7.71
47.241.209.61	443	443	TRUE	SIN	Asia Pacific	Singapore	66	7.71
8.219.247.203	2087	2087	TRUE	SIN	Asia Pacific	Singapore	114	7.71
8.219.210.93	2095	2095	FALSE	SIN	Asia Pacific	Singapore	11	7.71
47.245.12.179	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	87	7.7
47.74.41.87	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	104	7.7
47.74.45.143	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	70	7.7
8.222.236.229	2083	2083	TRUE	SIN	Asia Pacific	Singapore	75	7.7
8.217.49.34	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	50	7.69
8.222.214.231	8080	8080	FALSE	SIN	Asia Pacific	Singapore	32	7.69
47.74.3.2	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	166	7.69
47.243.107.148	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	51	7.69
8.218.8.142	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	50	7.69
47.245.11.118	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	103	7.69
8.219.193.202	2096	2096	TRUE	SIN	Asia Pacific	Singapore	139	7.68
8.222.193.65	2082	2082	FALSE	SIN	Asia Pacific	Singapore	11	7.68
8.219.206.180	2083	2083	TRUE	SIN	Asia Pacific	Singapore	120	7.68
8.222.249.190	8443	8443	TRUE	SIN	Asia Pacific	Singapore	78	7.68
47.76.33.40	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	86	7.68
8.209.241.128	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	82	7.68
8.222.128.131	8880	8880	FALSE	SIN	Asia Pacific	Singapore	47	7.67
47.74.0.35	2083	0	TRUE	NRT	Asia Pacific	Tokyo	172	7.67
47.236.144.196	8880	8880	FALSE	SIN	Asia Pacific	Singapore	22	7.67
8.219.210.226	2053	2053	TRUE	SIN	Asia Pacific	Singapore	159	7.67
8.219.204.120	8443	8443	TRUE	SIN	Asia Pacific	Singapore	115	7.66
47.245.4.219	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	168	7.66
8.222.202.163	2052	2052	FALSE	SIN	Asia Pacific	Singapore	8	7.66
8.222.145.164	2052	2052	FALSE	SIN	Asia Pacific	Singapore	13	7.66
8.217.193.25	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	72	7.65
8.219.170.223	2052	2052	FALSE	SIN	Asia Pacific	Singapore	12	7.65
47.74.52.104	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	73	7.65
47.74.14.85	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	84	7.64
8.222.227.191	2082	2082	FALSE	SIN	Asia Pacific	Singapore	14	7.64
8.219.201.245	8880	8880	FALSE	SIN	Asia Pacific	Singapore	6	7.64
8.219.235.164	80	80	FALSE	SIN	Asia Pacific	Singapore	43	7.64
8.219.210.226	2087	2087	TRUE	SIN	Asia Pacific	Singapore	83	7.63
8.219.233.6	2052	2052	FALSE	SIN	Asia Pacific	Singapore	35	7.63
8.219.245.187	2087	2087	TRUE	SIN	Asia Pacific	Singapore	155	7.63
8.209.242.25	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	75	7.63
47.245.26.167	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	88	7.63
47.91.10.241	2053	0	TRUE	NRT	Asia Pacific	Tokyo	81	7.63
8.219.0.162	443	443	TRUE	SIN	Asia Pacific	Singapore	1	7.62
47.243.42.219	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	49	7.62
47.74.10.135	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	133	7.61
47.242.234.127	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	66	7.61
8.219.5.10	2053	2053	TRUE	SIN	Asia Pacific	Singapore	56	7.61
8.219.199.220	2086	2086	FALSE	SIN	Asia Pacific	Singapore	14	7.61
8.209.246.24	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	79	7.61
47.74.7.51	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	80	7.6
47.243.86.79	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	71	7.6
8.209.222.232	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	169	7.59
8.222.253.235	2096	2096	TRUE	SIN	Asia Pacific	Singapore	34	7.59
8.219.249.38	2086	2086	FALSE	SIN	Asia Pacific	Singapore	21	7.58
47.245.54.197	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	156	7.58
47.241.209.61	443	443	TRUE	SIN	Asia Pacific	Singapore	66	7.57
8.217.251.62	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	72	7.57
8.219.248.47	443	443	TRUE	SIN	Asia Pacific	Singapore	97	7.57
8.219.66.156	2053	2053	TRUE	SIN	Asia Pacific	Singapore	4	7.57
8.222.155.242	2082	2082	FALSE	SIN	Asia Pacific	Singapore	7	7.57
8.218.85.128	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	42	7.57
8.222.249.190	2095	2095	FALSE	SIN	Asia Pacific	Singapore	7	7.57
47.74.34.38	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	74	7.57
47.74.12.139	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	75	7.57
47.74.48.178	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	74	7.56
8.222.128.131	2082	2082	FALSE	SIN	Asia Pacific	Singapore	10	7.56
47.74.26.131	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	90	7.55
47.74.27.151	80	80	FALSE	NRT	Asia Pacific	Tokyo	99	7.55
8.222.213.221	2053	2053	TRUE	SIN	Asia Pacific	Singapore	63	7.55
47.74.18.121	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	203	7.55
47.74.13.66	80	80	FALSE	NRT	Asia Pacific	Tokyo	72	7.55
8.222.211.16	2096	2096	TRUE	SIN	Asia Pacific	Singapore	11	7.55
8.219.174.142	2096	2096	TRUE	SIN	Asia Pacific	Singapore	107	7.54
47.242.234.127	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	37	7.54
8.209.242.25	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	99	7.54
8.222.145.164	2083	2083	TRUE	SIN	Asia Pacific	Singapore	51	7.54
8.222.211.124	2086	2086	FALSE	SIN	Asia Pacific	Singapore	4	7.53
8.218.52.115	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	90	7.53
47.74.49.62	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	73	7.53
47.74.13.200	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	73	7.53
47.74.5.99	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	182	7.52
47.74.47.225	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	116	7.52
47.245.37.12	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	131	7.52
47.76.49.246	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	66	7.52
8.217.221.165	80	80	FALSE	HKG	Asia Pacific	Hong Kong	86	7.52
47.245.37.12	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	93	7.52
8.219.208.69	2086	2086	FALSE	SIN	Asia Pacific	Singapore	13	7.51
8.222.197.251	2053	2053	TRUE	SIN	Asia Pacific	Singapore	63	7.51
8.210.117.18	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	39	7.51
47.242.176.237	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	50	7.51
8.217.85.14	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	56	7.51
8.222.155.242	2052	2052	FALSE	SIN	Asia Pacific	Singapore	5	7.51
47.245.33.56	80	80	FALSE	NRT	Asia Pacific	Tokyo	76	7.51
8.222.236.229	8443	8443	TRUE	SIN	Asia Pacific	Singapore	49	7.5
8.219.210.93	8880	8880	FALSE	SIN	Asia Pacific	Singapore	7	7.5
47.74.11.9	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	75	7.49
8.219.199.220	2095	2095	FALSE	SIN	Asia Pacific	Singapore	27	7.49
47.245.57.38	80	80	FALSE	HKG	Asia Pacific	Hong Kong	158	7.49
8.222.182.10	80	80	FALSE	SIN	Asia Pacific	Singapore	36	7.49
47.245.2.231	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	232	7.48
47.245.41.69	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	77	7.48
47.74.34.162	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	119	7.48
47.74.27.211	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	76	7.48
47.74.16.255	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	190	7.48
8.222.193.208	2087	2087	TRUE	SIN	Asia Pacific	Singapore	48	7.47
8.219.249.38	2083	2083	TRUE	SIN	Asia Pacific	Singapore	64	7.47
8.219.193.202	8080	8080	FALSE	SIN	Asia Pacific	Singapore	15	7.47
47.74.6.16	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	114	7.47
8.219.197.111	2087	2087	TRUE	SIN	Asia Pacific	Singapore	90	7.46
8.222.187.107	2082	2082	FALSE	SIN	Asia Pacific	Singapore	3	7.46
8.209.243.99	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	114	7.46
47.245.11.216	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	193	7.46
8.219.179.34	2086	2086	FALSE	SIN	Asia Pacific	Singapore	34	7.46
47.74.15.117	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	129	7.46
8.217.159.210	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	47	7.46
8.222.167.147	2052	2052	FALSE	SIN	Asia Pacific	Singapore	13	7.45
8.222.221.86	2087	2087	TRUE	SIN	Asia Pacific	Singapore	56	7.45
47.245.42.162	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	115	7.45
8.219.201.174	2082	2082	FALSE	SIN	Asia Pacific	Singapore	9	7.45
47.91.22.115	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	76	7.45
8.219.195.47	8080	8080	FALSE	SIN	Asia Pacific	Singapore	35	7.44
47.242.174.27	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	40	7.44
8.222.255.15	2095	2095	FALSE	SIN	Asia Pacific	Singapore	3	7.44
47.74.54.219	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	70	7.44
47.243.161.235	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	44	7.44
47.245.57.38	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	166	7.44
8.210.39.96	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	57	7.44
8.217.85.14	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	124	7.44
8.217.207.60	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	78	7.43
8.217.193.25	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	42	7.43
47.245.2.231	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	104	7.42
47.74.13.66	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	110	7.42
8.209.241.128	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	87	7.42
8.219.196.24	2087	2087	TRUE	SIN	Asia Pacific	Singapore	98	7.42
8.222.224.163	2083	2083	TRUE	SIN	Asia Pacific	Singapore	65	7.41
47.74.50.223	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	161	7.4
8.219.173.239	80	80	FALSE	SIN	Asia Pacific	Singapore	11	7.4
8.219.174.213	8880	8880	FALSE	SIN	Asia Pacific	Singapore	15	7.4
47.245.28.255	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	213	7.4
8.209.243.172	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	77	7.4
8.209.243.172	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	72	7.39
8.222.168.234	2095	2095	FALSE	SIN	Asia Pacific	Singapore	5	7.39
47.245.11.36	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	124	7.39
8.219.250.239	2083	2083	TRUE	SIN	Asia Pacific	Singapore	85	7.39
8.209.243.137	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	84	7.39
8.210.192.93	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	40	7.38
47.74.26.196	80	80	FALSE	HKG	Asia Pacific	Hong Kong	163	7.38
47.74.48.178	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	70	7.38
47.74.34.51	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	79	7.38
8.222.208.38	2095	2095	FALSE	SIN	Asia Pacific	Singapore	6	7.38
8.217.221.165	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	91	7.38
8.222.214.231	8080	8080	FALSE	SIN	Asia Pacific	Singapore	4	7.38
47.245.39.49	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	163	7.38
8.222.249.190	2083	2083	TRUE	SIN	Asia Pacific	Singapore	80	7.38
8.222.221.90	2083	2083	TRUE	SIN	Asia Pacific	Singapore	55	7.38
8.209.222.31	80	80	FALSE	NRT	Asia Pacific	Tokyo	77	7.38
47.245.4.22	80	80	FALSE	HKG	Asia Pacific	Hong Kong	162	7.38
47.245.8.68	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	184	7.38
8.219.240.160	2083	2083	TRUE	SIN	Asia Pacific	Singapore	62	7.38
8.219.249.38	2082	2082	FALSE	SIN	Asia Pacific	Singapore	7	7.37
47.245.56.50	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	87	7.37
8.218.11.90	443	443	TRUE	HKG	Asia Pacific	Hong Kong	76	7.37
8.219.202.130	8080	8080	FALSE	SIN	Asia Pacific	Singapore	45	7.37
8.222.212.172	8880	8880	FALSE	SIN	Asia Pacific	Singapore	12	7.36
47.243.203.119	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	45	7.36
8.209.243.172	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	81	7.36
8.219.228.186	2087	2087	TRUE	SIN	Asia Pacific	Singapore	149	7.36
8.222.236.229	443	443	TRUE	SIN	Asia Pacific	Singapore	47	7.36
47.245.7.212	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	84	7.36
47.245.54.58	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	290	7.35
8.219.201.174	2096	2096	TRUE	SIN	Asia Pacific	Singapore	131	7.35
47.245.6.9	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	292	7.35
8.210.192.93	8080	0	FALSE	HKG	Asia Pacific	Hong Kong	58	7.34
8.217.49.34	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	43	7.34
8.219.215.214	2083	2083	TRUE	SIN	Asia Pacific	Singapore	111	7.34
8.219.195.47	80	80	FALSE	SIN	Asia Pacific	Singapore	29	7.34
8.219.250.239	2053	2053	TRUE	SIN	Asia Pacific	Singapore	137	7.34
8.209.252.13	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	81	7.33
47.245.37.41	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	171	7.33
47.245.10.123	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	81	7.33
8.219.193.22	8443	8443	TRUE	SIN	Asia Pacific	Singapore	158	7.33
47.243.162.49	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	48	7.32
8.209.246.24	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	95	7.32
8.209.214.222	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	79	7.32
8.219.137.50	2053	2053	TRUE	SIN	Asia Pacific	Singapore	49	7.32
47.245.118.70	2083	2083	TRUE	SIN	Asia Pacific	Singapore	103	7.31
47.245.39.28	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	256	7.31
8.222.193.65	8880	8880	FALSE	SIN	Asia Pacific	Singapore	25	7.31
